target	offset_start	offset_end	context	sense	comments		
area	183	187	"#34-9 No injuries or deaths were reported in the attacks from either side, but South Korea evacuated about 80 people in the town of Yeoncheon after at least one shell landed near the area."	PLACE | Geography: areas of land in general ['area']	-		
area	143	147	"#33-4 Tom Williams, auxiliary bishop of Liverpool, conducted the Roman Catholic mass in St Mary's Roman Catholic Church in Liverpool's Woolton area."	PLACE | Geography: areas of land in general ['area']	-		
area	51	55	"The ` small casinos ' will have a minimum customer area of 750 sq metres , up to 80 slot machines and a jackpot of # 4000 ."	"MEASURE | Mass, area, weight & volume in general ['area']"	-		
area	93	97	Definitions have been determined such that the ` super casino ' will have a minimum customer area of 5000 square metres and at most 1250 unlimited-jackpot slot machines .	"MEASURE | Mass, area, weight & volume in general ['area']"	-		
area	281	285	"Under the terms of the Gambling Act the Secretary of State is able to define each type of casino , with reference to any matter he or she chooses ; although the act specifically mentions as facts to consider the number , location and concentration of gaming tables , and the floor area designated for a specific purpose ."	"MEASURE | Mass, area, weight & volume in general ['area']"	-		
area	38	42	` Large casinos ' will have a minimum area of 1000 square metres and up to 150 slot machines with a maximum jackpot of # 4000 .	"MEASURE | Mass, area, weight & volume in general ['area']"	-		
area	111	115	"Prior to the act there were 140 casinos in the UK , the largest of which in Star City , Birmingham had a floor area of around 950 square metres ( 10,200 sq ft ) ."	"MEASURE | Mass, area, weight & volume in general ['area']"	-		
area	94	98	"Other attractions include the Al Ain Oasis in the city center , other oases dotted around the area - all cool retreats in the middle of the summer heat - Al Ain Zoo , an amusement park named `` Hili Fun City '' , many well-maintained parks popular with families in the summer evenings , and a heritage village ."	PLACE | Geography: areas of land in general ['area']	-		
area	81	85	"The Historic Centre of Quito is located in the center south of the capital on an area of 320 hectares ( 790 acres ) , and is considered one of the most important historic areas in Latin America ."	"MEASURE | Mass, area, weight & volume in general ['area']"	-		
area	98	102	"Angers proper has a population of 157,000 inhabitants , while c. 283,000 live in its metropolitan area ."	PLACE | Geography: areas of land in general ['area']	-		
area	26	30	The natural beauty of the area is attracting many tourists from both the rest of Cuba and from overseas .	PLACE | Geography: areas of land in general ['area']	-		
areas	55	60	Part of the plan includes the deployment in flashpoint areas of around 300 UN military observers.	PLACE | Geography: areas of land in general ['area']	-		
areas	48	53	"Sectarian tensions appear to be growing in some areas, adding a dangerous new element to the violence."	PLACE | Geography: areas of land in general ['area']	-		
areas	99	104	"China has regularly dismissed the protests, saying Beijing has indisputable sovereignty over those areas on historical grounds."	PLACE | Geography: areas of land in general ['area']	-		
areas	85	90	"Sunni gunmen stand in the middle of Syria Street which divides the Sunni and Alawite areas, in the northern port city of Tripoli, Lebanon,."	PLACE | Geography: areas of land in general ['area']	-		
areas	101	106	Investigating officers have appealed to anyone who was in the Sarsfield Road or Goldenbridge Terrace areas last night to contact them on 01-6667200.	PLACE | Geography: areas of land in general ['area']	-		
areas	115	120	"China and the Philippines have been disputing ownership of the shoal, in addition to the Spratly Islands and other areas in the South China Sea."	PLACE | Geography: areas of land in general ['area']	-		
areas	23	28	"RELATED Afghanistan: 5 areas of concern after the US leaves The Taliban immediately claimed responsibility for the attack, saying they planned and conducted the attack on extremely short notice as soon as they learned about Obama’s arrival in Afghanistan."	SUBJECT | Topics & areas of interest ['area']	-		
areas	33	38	"The government was raiding other areas looking for activists, he said."	PLACE | Geography: areas of land in general ['area']	-		
areas	125	130	"#11-11 The study covered many parts of the brain already known to be associated with feeding, and the results suggested some areas are associated with both hunting and feeding and others only with just one behavior."	PLACE	-		
areas	14	19	"To this end , areas were organized to locate objects within their cultural contexts , to make them accessible to the world , which used several rooms and spaces within the palace ."	PLACE | Geography: areas of land in general ['area']	-		
areas	249	254	"Social and governmental infrastructure includes United Arab Emirates University , Higher Colleges of Technology , Abu Dhabi University ( Al Ain campus ) , well-equipped medical facilities including the teaching hospital at Tawam , military training areas and Al Ain International Airport ."	PLACE | Geography: areas of land in general ['area']	-		
areas	171	176	"The Historic Centre of Quito is located in the center south of the capital on an area of 320 hectares ( 790 acres ) , and is considered one of the most important historic areas in Latin America ."	PLACE | Geography: areas of land in general ['area']	-		
argues	14	20	"#23-2 Everson argues his exclusion violates Title 11 of the U.S. Code of Federal Regulations in that debate hosts must not ""structure the debates to promote or advance one candidate over another"", and must ""use pre-established objective criteria to determine which candidates may participate in a debate."""	GIVE REASONS | Defining & explaining ['argue']	-		
argues	28	34	"#23-13 Furthermore, Everson argues the Fox News criteria are not ""objective,"" as Title 11 requires, because they fail to define the terms ""consistently"" and ""recognized"" when referring to polls."	GIVE REASONS | Defining & explaining ['argue']	-		
argues	15	21	"#23-11 Everson argues Fox News, in violation of Title 11, ""structure[d] the debates to promote or advance one candidate over another"" through a July 27 change to its criteria that replaced a pre-existing one percent polling threshold with a threshold admitting those ""consistently"" included in ""recognized"" polls."	GIVE REASONS | Defining & explaining ['argue']	-		
arranged	30	38	"#35-12 Cameron and Chan-o-cha arranged for an observer team from the Metropolitan Police to conduct an inspection of the Thai probe, based on powers in the Police Act 1996."	"PLAN | Planning, expecting and arranging ['arrange']"	-		
arranged	123	131	"It was after midnight in Kabul when the signing took place, and 4 a.m. there when Obama addressed Americans in a specially arranged speech at 7:30 p.m. Washington time on network television."	"PLAN | Planning, expecting and arranging ['arrange']"	-		
arranged	42	50	"Squid , like cuttlefish , have eight arms arranged in pairs and two , usually longer , tentacles ."	PUT IN POSITION | Classifying and creating order ['arrange']	-		
articles	106	114	"#41-1 Four men go before Hungarian court after 71 found dead in lorry To write, edit, start or view other articles on Austria, see the Austria Portal Four foreign men have today gone before a court in Hungary on suspicion of people smuggling."	NEWSPAPER | Newspapers & magazines: headlines & features ['article']	-		
articles	88	96	"#39-1 Austrian police find dozens dead inside lorry To write, edit, start or view other articles on Austria, see the Austria Portal Flag of Austria.svg The turning for Parndorf off the A4, from file."	NEWSPAPER | Newspapers & magazines: headlines & features ['article']	-		
asked	41	46	"“Neither Americans nor the Afghan people asked for this war, yet for a decade we’ve stood together,” Obama said at the signing ceremony."	REQUEST | Making appeals & requests ['ask']	-		
asked	75	80	"Playing down the significance of Yitzhak Levanon's trip, the official, who asked not to be identified, said the ambassador went to Egypt on Saturday for farewell meetings with foreign and Egyptian diplomats before his retirement."	REQUEST | Making appeals & requests ['ask']	-		
